symbol,report_year,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20
601969,2023,4.482766,-0.17159,-0.155171,-0.308139,-0.391436,0.007685,0.082876,-0.070838,0.038373,-0.084862,0.071687,0.081298,0.001991,-0.078712,-0.002419,-0.047574,0.078987,-0.04431,0.023999,-0.001884
601975,2023,3.979071,-0.344572,-0.035155,-0.331377,-0.215797,-0.143087,0.181357,-0.072142,-0.167811,0.012424,-0.081816,-0.024737,0.08391,-0.053302,-0.05079,0.001174,-0.052316,-0.020169,-0.006244,-0.082947
601985,2023,-8.11034,2.020179,-1.231213,-0.566908,0.212749,-0.524131,0.259229,0.313445,0.338152,0.036502,-0.016707,-0.199534,0.050233,0.046195,0.115883,-0.092719,0.049588,0.085313,-0.02949,-0.135175
601988,2023,-2.690785,-0.237372,0.251738,0.215757,0.350079,-0.167374,-0.270448,-0.043487,-0.110313,-0.029598,-0.023487,-0.015417,0.088622,-0.097079,0.061329,0.04135,0.060341,0.002923,0.026917,-0.036466
601990,2023,-0.184486,-0.588971,0.390481,0.042868,-0.066719,-0.225216,-0.063373,0.087278,-0.085133,0.034913,0.034169,-0.085292,-0.047941,0.059918,0.019665,0.046827,-0.018946,0.012237,0.015662,0.011664
601991,2023,-10.26668,3.575154,-2.577915,-1.370719,-0.550148,-0.306711,0.735478,0.160314,1.406115,0.50338,0.02774,-0.314852,0.525917,0.513378,0.482855,0.065677,0.07577,-0.015868,-0.140854,-0.203621
601992,2023,4.249386,-0.229611,-0.098325,-0.346753,-0.306422,-0.035373,0.151239,-0.097981,-0.081695,0.023062,-0.18381,-0.113691,-0.01932,-0.010186,-0.121738,-0.015613,0.044559,0.007034,-0.131781,-0.02871
601995,2023,-6.526856,1.447608,-0.763581,-0.216458,0.375862,-0.161742,0.525989,0.098813,-0.240952,0.246019,-0.028134,0.055045,-0.032803,-0.092372,0.052856,0.048808,0.10079,0.193093,0.076632,-0.020777
601996,2023,6.52213,0.291434,-0.55416,-0.363461,0.000763,-0.039065,-0.003343,-0.147746,-0.100511,-0.077032,-0.08424,0.023134,-0.001509,-0.037014,0.021354,-0.012687,-0.003654,-0.041921,0.028738,-0.000828
601999,2023,-4.965523,0.71804,-0.343982,-0.045592,0.134946,-0.150923,-0.097556,0.08141,-0.038479,-0.16934,0.071456,-0.010043,0.00878,0.015793,-0.066221,-0.050775,0.021244,-0.004745,0.017556,-0.033433
603000,2023,-3.065391,0.298482,-0.066892,0.024526,-0.301919,-0.016416,-0.004163,0.188856,-0.051347,-0.158791,0.302675,0.266804,-0.102283,0.005607,0.014996,-0.098558,-0.018398,-0.077517,-0.030007,-0.06025
603001,2023,-3.573946,0.30725,-0.130673,0.061391,0.075816,0.121601,-0.003575,-0.06277,-0.100604,-0.064843,0.029745,-0.036476,-0.029152,0.084224,-0.046375,-0.043123,-0.007352,-0.101823,0.018964,0.029371
603002,2023,7.257936,0.34402,-0.640022,-0.337986,0.37822,-0.103761,-0.122907,-0.150736,-0.051207,-0.091399,-0.110877,-0.045796,-0.00153,0.045168,0.024649,0.002796,-0.024711,0.023268,-0.019326,0.059416
603004,2023,-0.183766,-0.625386,0.355022,0.059079,-0.083299,-0.047311,-0.106755,-0.005764,0.161729,0.168577,-0.023861,0.102908,-0.02962,-0.035272,-0.043599,-0.000685,0.047886,-0.061307,0.104943,-0.018825
603005,2023,4.451061,-0.349896,-0.104497,-0.397158,-0.141878,-0.134841,0.159675,-0.10088,-0.192898,0.020571,-0.207629,-0.081321,0.108511,-0.01572,-0.083827,-0.001375,-0.115741,-0.014417,-0.007233,-0.082957
603006,2023,0.590428,-0.711895,0.41697,0.0719,0.079821,-0.243111,-0.020893,0.054384,-0.04053,0.091899,0.010111,-0.06274,0.021617,-0.008985,0.094442,0.059668,-0.060695,0.000545,-0.036074,0.019369
603007,2023,-2.876846,-0.020173,0.089325,0.198331,0.195966,0.130107,-0.062925,-0.09302,-0.141152,-0.069396,-0.004116,-0.045977,0.05776,0.03765,-0.013518,-0.003698,0.048038,-0.002683,-0.025594,-0.006916
603008,2023,4.242859,-0.332774,-0.069901,-0.255918,-0.110032,-0.092503,0.120572,-0.080575,-0.029648,0.005191,-0.006437,0.039319,-0.023184,-0.064353,-0.047439,-0.044226,0.037287,-0.017004,-0.024447,-0.051004
603009,2023,8.50892,0.853327,-0.961006,-0.185646,0.589423,0.008413,-0.271185,-0.048878,-0.013629,-0.04395,-0.041228,0.023957,-0.029663,0.111901,0.107877,0.030836,-0.113653,-0.026213,0.099762,0.098252
603010,2023,2.261911,-0.622974,0.271138,0.002279,0.012301,-0.030255,0.05808,-0.032489,0.068665,-0.011977,0.126469,-0.098084,-0.07317,0.021186,-0.046734,0.01806,0.029315,0.061752,-0.06126,-0.020785
603011,2023,9.502772,1.663948,-1.268787,-0.174672,0.17262,0.147718,-0.438207,-0.092284,-0.112492,0.071746,-0.08696,0.004943,-0.139715,0.182451,0.068311,0.010884,-0.002513,7.9e-05,0.000409,-0.039369
603012,2023,-4.16605,0.484501,-0.181699,0.032727,0.031499,0.148847,-0.138241,-0.14979,0.017801,-0.163608,0.061647,0.021836,0.119918,-0.055479,-0.030222,0.027241,-0.068105,0.016466,-0.012642,-0.044068
603013,2023,-0.872635,-0.290524,0.230474,-0.04602,-0.475112,-0.042189,-0.043228,0.094817,0.033965,0.098114,-0.117297,-0.022814,-0.112292,0.021505,0.016734,0.013365,-0.039614,-0.046235,-0.045699,0.048113
603015,2023,5.61603,-0.124321,-0.293879,-0.326201,0.121117,-0.097797,0.056163,-0.08762,-0.076678,-0.098226,-0.140041,-0.103766,0.022649,0.029642,0.012258,-0.067577,-0.039827,-0.034848,-0.044067,0.043264
603016,2023,-5.391456,0.979482,-0.579301,-0.209237,-0.113617,0.056912,-0.025926,-0.008018,0.181496,-0.141971,0.002556,0.016684,0.043266,0.080974,-0.131007,-0.068311,-0.04713,-0.01171,0.055992,-0.00929
603017,2023,6.122954,0.173673,-0.448996,-0.381363,-0.138864,-0.002441,0.011337,-0.123291,-0.060842,-0.137973,-0.073508,-0.005119,-0.010181,-0.048145,0.015921,-0.041792,0.031124,0.046825,-0.028923,-0.031891
603018,2023,-3.280017,0.21392,-0.056234,-0.013449,-0.282727,-0.066207,-0.173682,0.110936,0.028889,-0.1433,0.047939,0.085166,0.024027,0.023629,0.046894,-0.000795,-0.032467,-0.040191,0.032756,0.079085
603019,2023,-2.0881,-0.127972,0.110259,0.199055,0.011992,0.286204,0.040007,-0.073192,-0.074061,-0.048643,-0.014053,-0.062893,0.016278,0.119412,-0.022347,-0.017997,-0.00553,-0.005894,0.031854,0.012187
603020,2023,-2.809662,0.077831,0.047812,0.022963,-0.279691,-0.097083,-0.109553,0.179337,-0.021152,-0.144157,-0.035117,0.018278,-0.037182,0.038523,0.034887,-0.003724,-0.091887,0.115791,0.017595,0.026136
603021,2023,0.566043,-0.607336,0.373137,0.058554,-0.186072,0.058542,-0.091962,-0.047265,0.126964,-0.020811,0.110063,-0.046644,-0.010212,0.031973,-0.025379,0.06935,0.07175,0.112949,0.045918,-0.003737
603022,2023,3.31179,-0.736103,0.189951,-0.096669,0.3473,-0.266407,0.071529,-0.041805,0.00439,0.068428,-0.036524,-0.110635,0.038023,0.01005,0.00218,-0.019928,-0.061158,-0.072702,0.003835,0.026225
603023,2023,5.036771,-0.219849,-0.231426,-0.365599,-0.102299,-0.182697,0.130782,-0.047842,-0.111402,-0.034438,-0.043106,0.098054,0.12871,-0.084228,0.026524,-0.090661,-0.008872,-0.147076,0.023455,-0.055479
603025,2023,-1.713689,-0.219299,0.174023,0.042204,-0.277958,0.027926,-0.124684,0.069423,0.116311,0.062655,-0.025341,0.107837,-0.114056,0.007437,-0.065656,-0.035348,0.043131,-0.049549,0.057217,0.00965
603026,2023,-2.91918,0.085949,0.011854,-0.005478,-0.206085,-0.030949,-0.163461,0.071553,0.039144,-0.071917,-0.01152,0.015303,-0.074939,0.070809,-0.075373,-0.016047,-0.013822,-0.010427,0.081021,0.04234
603027,2023,0.618921,-0.628204,0.376186,0.051534,-0.12595,-0.059509,-0.02878,0.020486,0.041033,0.027568,0.069241,-0.037265,0.007353,0.016666,0.075062,0.0607,-0.009735,0.062039,-0.002403,0.029163
603028,2023,6.967168,0.254549,-0.566673,-0.244602,0.347136,-0.063493,-0.04978,-0.053175,0.026723,-0.107146,-0.023037,0.034231,-0.024108,0.007626,0.002917,-0.003966,-0.018252,0.015376,-0.000449,0.061841
603029,2023,2.808914,-0.380896,0.138056,-0.141394,-0.424837,0.106617,0.081958,-0.047669,0.127758,-0.068541,0.093244,-0.032198,-0.096645,-0.053494,0.017222,0.010945,0.017962,0.086594,-0.010879,0.006286
603030,2023,0.920163,-0.650491,0.328031,-0.073711,-0.185931,-0.238558,0.087657,0.112895,-0.172241,0.103044,0.021331,0.013071,0.049658,0.056264,-0.029706,0.005448,-0.009483,-0.120373,-0.027354,-0.019769
603031,2023,-1.649844,-0.146344,0.145994,-0.063791,-0.508496,0.043379,-0.138198,0.02687,0.113733,0.02363,-0.168809,-0.03253,-0.012887,-0.018989,0.103723,0.055491,-0.096596,-0.020527,0.05532,0.125091
603032,2023,-3.34304,0.343491,-0.161384,-0.048405,-0.357109,0.361967,-0.133228,-0.171936,0.220732,-0.056933,-0.064552,0.057478,0.057043,0.003386,-0.060358,0.014499,-0.073407,-0.037836,0.08225,0.05312
603033,2023,1.417162,-0.578673,0.325502,-0.058984,-0.248717,-0.081799,0.009993,-0.012471,-0.0049,0.00187,0.067328,-0.102762,-0.025855,0.007162,0.011848,0.066098,0.007702,0.072779,-0.008246,-0.008192
603035,2023,6.13567,-0.040422,-0.363799,-0.323351,0.276844,-0.147442,0.001778,-0.138198,-0.050749,-0.088881,-0.088852,-0.064118,0.023959,0.005867,-0.040899,0.00394,-0.002869,0.05535,-0.035075,0.019364
603036,2023,6.019396,0.182962,-0.44778,-0.434833,-0.247529,0.009751,0.058254,-0.128543,-0.126356,-0.097858,-0.155005,-0.063806,-0.036443,0.031059,-0.065323,-0.049307,0.037364,0.009995,-0.034238,-0.034023
603037,2023,9.719629,1.846175,-1.328977,0.083389,0.172964,0.194292,-0.369472,0.14781,-0.054139,0.23764,0.135211,0.488186,0.13444,0.16471,-0.075665,0.193681,0.002985,0.007234,-0.043662,0.09048
603038,2023,-0.9762,-0.39694,0.298765,0.099615,-0.1957,0.138126,-0.173992,-0.074246,0.165451,0.033021,0.001842,0.062174,0.01524,-0.055006,0.040818,0.045038,-0.009112,-0.007326,0.019978,-0.000566
603039,2023,8.111528,0.944314,-0.957357,-0.364383,-0.020036,0.091564,-0.163944,-0.126919,-0.101209,0.000197,-0.127587,0.094166,-0.101774,0.061494,-0.033555,-0.052691,0.050663,-0.020224,0.013681,-0.055769
603040,2023,10.344656,2.14418,-1.46976,0.027728,0.339066,0.132607,-0.595455,-0.050758,-0.080161,0.23314,0.037789,0.119912,-0.087461,0.221924,0.092569,0.039987,-0.050032,-0.032522,0.046862,-0.020369
603041,2023,1.310382,-0.548924,0.332609,-0.084877,-0.298608,-0.227175,0.095526,0.092321,-0.190775,-0.0213,0.117393,-0.030497,0.100748,-0.012547,0.023959,0.106176,-0.014503,0.095727,-0.055278,-0.040278
603042,2023,-3.85053,0.399263,-0.192299,-0.058371,-0.253899,-0.055008,-0.133954,0.127119,0.085973,-0.111645,-0.111759,0.023443,-0.055058,0.031596,-8.1e-05,-0.025307,-0.101294,0.026765,0.03723,0.05657
603043,2023,-4.30005,0.735476,-0.377864,-0.111353,-0.242001,0.267803,0.031066,-0.113564,0.11815,-0.088538,0.009138,-0.004382,-0.049228,0.045015,-0.099401,-0.007388,-0.112024,-0.037726,-0.039984,0.032359
603045,2023,-0.034821,-0.649168,0.377624,0.070873,-0.025638,-0.217462,-0.087349,0.051941,-0.045647,0.052842,0.062484,-0.004005,0.044347,0.037059,0.055258,0.036093,0.02245,-0.032017,0.104149,0.029419
603048,2023,7.896506,0.554481,-0.761361,-0.004645,0.689502,0.026731,-0.090123,0.138429,0.087409,-0.090224,-0.018774,0.055922,-0.07381,0.038925,-0.004714,0.050139,-0.063802,0.002118,-0.009853,0.120227
603050,2023,-0.91986,-0.501743,0.32604,0.103303,-0.059474,-0.083425,-0.10417,0.063704,0.03008,0.098628,-0.019906,0.052267,-0.073819,0.027336,-0.061885,0.001046,0.049331,-0.004692,0.005894,-0.02728
603051,2023,-1.161287,-0.350549,0.284104,0.046969,-0.235106,-0.106978,-0.123758,0.083376,0.017221,0.014213,0.024802,-0.000883,-0.094509,0.040204,-0.021941,0.022239,0.015336,0.053966,0.021176,0.001492
603052,2023,-1.059168,-0.350075,0.293363,0.050766,-0.311889,-0.034795,-0.138442,0.059338,0.047829,0.014017,-0.014155,0.021919,-0.038888,-0.030269,0.047689,0.045868,-0.003428,0.069231,-0.070784,0.002918
603053,2023,-4.70505,0.623975,-0.274729,0.049232,0.251425,0.076601,0.036206,-0.08703,-0.142991,-0.110652,0.068256,0.010867,0.091886,-0.035219,-0.030412,0.000232,-0.056181,0.033464,0.016892,-0.061287
603055,2023,0.019774,-0.540664,0.335425,0.023613,-0.238008,0.018893,-0.094897,-0.021912,0.091491,0.024941,0.070431,-0.005065,-0.026957,0.048528,-0.011729,0.056517,0.029037,-0.018529,0.070633,0.038549
603056,2023,-1.280942,-0.561397,0.295005,0.327388,0.359166,0.03203,0.055374,0.123202,-0.182654,0.057532,-0.104634,-0.05216,0.027768,0.120975,0.118192,-0.063244,-0.027032,-0.049822,-0.02887,0.044399
603057,2023,-2.491333,-0.080788,0.110367,0.042779,-0.204365,0.091212,-0.235746,-0.055818,0.144471,-0.008059,-0.103241,0.016006,0.02918,-0.006937,-0.032922,0.035707,0.042205,-0.002903,0.046012,0.058903
603058,2023,2.801158,-0.548683,0.185901,-0.214368,-0.198814,-0.144192,0.112579,-0.064776,-0.120194,0.025321,-0.040858,-0.09744,0.101079,-0.038326,0.008819,0.086199,-0.104919,0.067814,0.013141,-0.063776
603059,2023,-0.202418,-0.43999,0.319038,-0.011689,-0.317324,-0.231166,0.03127,0.166431,-0.163721,-0.012615,0.080241,0.003394,0.005591,0.023823,0.059484,0.058164,-0.110757,-0.014419,0.003865,-0.001892
603060,2023,-2.695201,-0.044137,0.108341,0.011119,-0.168565,-0.395092,-0.027109,0.329702,-0.233296,0.047101,-0.057082,0.101887,-0.06834,-0.053569,0.087421,-0.010554,-0.039673,-0.038414,-0.096277,0.032189
603061,2023,2.924896,-0.628094,0.179715,0.146317,0.079464,0.215976,0.247496,0.136668,0.174539,-0.023981,0.053861,0.056287,-0.048781,-0.005264,0.038194,-0.083911,-0.026189,0.001984,-0.018211,0.024544
603062,2023,6.074808,0.288044,-0.528636,-0.492194,-0.369548,0.039418,0.10454,-0.161251,-0.186973,-0.022815,-0.179347,0.033557,0.022354,0.013,-0.042424,-0.03604,0.036939,-0.094581,0.00618,0.013722
603063,2023,6.755007,0.232707,-0.579896,-0.377591,0.175628,-0.071414,-0.019465,-0.153687,0.000368,0.020965,-0.13933,0.094504,-0.063507,-0.0474,-0.051758,-0.058016,-0.036194,-0.06056,0.035846,-0.021593
603065,2023,2.088112,-0.389402,0.173388,-0.230933,-0.543283,-0.046573,0.127308,-0.00769,-0.09142,-0.042266,0.016031,-0.098944,0.049078,0.018932,-0.04042,0.085722,-0.057619,0.041341,0.033946,-0.007042
603066,2023,4.109744,-0.63972,0.087594,-0.024685,0.497576,-0.188808,0.110954,0.001816,0.056444,-0.011766,0.024091,-0.109028,0.004849,0.045843,-0.057547,0.023009,-0.034539,0.076461,-0.042568,0.057702
603067,2023,1.652795,-0.608357,0.30195,-0.138841,-0.271668,-0.145439,0.070218,0.020249,-0.094417,0.046165,-0.024925,-0.116585,0.02619,0.035945,-0.024598,0.049275,-0.049219,0.025603,-0.004656,-0.022666
603068,2023,1.58694,-0.711509,0.302412,-0.114368,-0.067626,-0.195056,0.079541,0.056256,-0.001135,0.181196,-0.200578,-0.084611,-0.00369,0.019605,0.059725,-0.043166,-0.161334,-0.190567,0.031538,0.066598
603069,2023,1.420357,-0.567142,0.309955,-0.004243,-0.211128,-0.152106,0.014625,0.074476,-0.101364,-0.131546,0.261905,-0.004512,0.144081,0.031008,0.129146,0.052378,0.023064,-0.051368,0.028944,0.060566
603070,2023,1.19586,-0.486181,0.263608,-0.085994,-0.460582,0.053911,0.032852,0.035223,0.102369,0.023711,0.046399,-0.028661,-0.126987,0.02326,-0.01128,-0.016825,0.006055,0.014838,0.056957,-0.016496
603071,2023,-0.743068,-0.347008,0.269057,0.137996,-0.170012,0.256636,-0.02619,-0.085972,0.038141,-0.070957,0.152629,-0.025205,-0.0164,0.065461,0.001334,0.008541,-0.014579,-0.016223,-0.065548,-0.010869
603073,2023,2.825892,-0.630943,0.194412,-0.195527,-0.133045,-0.224752,0.131589,0.022839,-0.137892,0.016259,-0.000522,-0.062265,0.088419,0.020699,0.021593,-0.008362,-0.066828,-0.065587,0.019761,-0.024448
603075,2023,-5.367805,0.886629,-0.489345,-0.141796,0.064861,-0.051919,-0.069466,-0.005749,0.060689,-0.160126,0.023814,-0.046183,0.081012,0.046053,-0.08635,-0.048617,0.005602,-0.036647,0.033053,-0.010485
603076,2023,5.255432,-0.163626,-0.214044,-0.237846,0.07224,-0.12552,0.024258,-0.143932,0.03873,-0.09278,0.129101,0.068471,0.049905,-0.101343,-0.000118,0.059354,0.035361,0.06539,0.061409,0.008527
603077,2023,0.243864,-0.441761,0.326762,0.007794,-0.329308,-0.03971,-0.007167,0.054283,-0.011487,-0.042892,0.163144,-0.052461,-0.070333,0.060706,0.017304,0.064942,-0.000868,0.052134,-0.003211,0.035547
603078,2023,8.615052,1.089872,-1.042572,-0.270744,0.224942,0.065093,-0.264996,-0.092853,-0.065443,-0.001437,-0.066782,0.098824,-0.082315,0.091195,0.045611,-0.028063,-0.010202,-0.048795,0.027494,-0.002067
603079,2023,1.54206,-0.554926,0.293742,-0.076389,-0.315474,-0.093136,0.02122,-8.1e-05,-0.000429,0.017648,0.108188,0.034158,0.044775,-0.057603,0.044345,0.057412,-0.015255,0.017217,0.023639,-0.034944
603080,2023,-3.732438,0.413003,-0.201234,-0.031617,-0.270035,0.041113,-0.074791,0.094692,0.10139,-0.093252,-0.066193,0.041502,-0.08434,0.064673,-0.050577,-0.050126,-0.054834,0.031408,-0.02283,0.051205
603081,2023,-5.097054,1.109054,-0.583638,-0.239421,-0.154281,0.398801,0.289134,-0.171595,0.10857,-0.017558,0.117465,0.072192,-0.115066,0.037517,-0.20212,-0.042169,-0.115909,0.014143,0.046703,-0.048346
603082,2023,-11.424523,4.04017,-2.933823,-1.56034,-0.357617,-0.409609,0.773813,0.070247,1.669999,0.729857,0.042367,-0.538481,0.598937,0.642771,0.595187,0.166163,0.190666,-0.105649,-0.077815,-0.26669
603083,2023,0.87417,-0.454839,0.279396,-0.148286,-0.497539,-0.067877,0.046041,0.033437,-0.048756,0.046551,-0.049914,-0.089212,0.02016,-0.018905,0.060334,0.079427,-0.108788,0.007933,0.04649,0.013853
603085,2023,1.014994,-0.818911,0.408463,0.138659,0.270188,-0.08618,0.001722,-0.007073,0.027921,0.094134,-0.016409,-0.111841,0.046836,0.072978,0.009277,0.032736,0.009605,0.005039,-0.014744,0.036172
603086,2023,-1.876131,-0.116189,0.113991,-0.033382,-0.490502,0.042891,-0.130466,0.07892,0.13501,0.048654,-0.115329,0.084011,-0.096451,-0.006017,0.045209,-0.013152,-0.017162,-0.011363,0.048275,0.068682
603087,2023,9.845978,2.148376,-1.329034,0.201018,0.174061,0.362226,-0.517463,0.107601,0.018127,-0.021507,0.132164,-0.124574,-0.351517,0.063004,0.16151,0.086727,0.00965,0.036226,-0.020295,-0.002266
603088,2023,2.732623,-0.433207,0.104205,-0.310128,-0.509907,-0.02827,0.14058,-0.028551,-0.043514,0.068166,-0.143443,-0.032758,-0.010387,-0.035645,-0.031011,-0.027133,-0.086312,-0.033907,0.057689,-0.064237
603089,2023,-2.570248,-0.087396,0.116486,0.123507,0.050803,0.138784,-0.180143,-0.153566,-0.021928,-0.069836,-0.010383,-0.064902,0.08446,0.042808,-0.032083,0.019484,0.057921,-0.051195,0.036478,0.020674
603090,2023,5.29806,-0.177049,-0.219549,-0.19807,0.138431,-0.092418,0.031383,-0.104841,0.085393,-0.091568,0.12355,0.059943,-0.02204,-0.098644,0.021077,0.00334,0.017719,0.020375,0.053275,0.01375
603093,2023,2.349319,-0.662566,0.262879,-0.110339,-0.030818,-0.169049,0.067605,-0.001152,0.001148,0.036161,-0.000529,-0.103906,-0.033433,0.036515,-0.073607,0.007704,-0.023051,0.036827,-0.001555,-0.005557
603095,2023,1.009115,-0.680502,0.384804,-0.033255,-0.168359,-0.165461,-0.015907,0.019157,-0.014125,0.072266,-0.002544,-0.036043,0.062326,-0.027346,0.052737,0.084147,-0.017064,0.062304,0.004126,-0.019333
603096,2023,-3.469095,0.390669,-0.181849,-0.057465,-0.43184,-0.005538,-0.060451,0.185909,0.136014,-0.116446,-0.057682,0.137351,-0.067869,0.015416,0.06628,-0.051331,-0.125142,0.069594,-0.062264,0.016972
603097,2023,-2.365241,0.182478,-0.025434,-0.095151,-0.578818,0.044105,0.020153,0.162871,0.004133,-0.092409,-0.016282,-0.028563,-0.161701,0.111007,-0.05068,-0.01529,-0.103359,-0.004975,0.050093,0.079545
603098,2023,3.375085,-0.495342,0.084194,-0.299315,-0.263782,-0.087229,0.114868,-0.052195,-0.078579,0.014726,-0.12813,-0.111858,-0.007472,0.019853,-0.065172,-0.033309,-0.059939,0.03573,-0.005465,-0.058368
603099,2023,-0.448855,-0.473825,0.331624,0.056064,-0.222148,-0.056237,-0.078686,0.050788,0.014494,-0.029337,0.062458,-0.045391,-0.021182,0.094946,0.005376,0.058741,-0.009621,0.055304,0.054113,0.056705
603100,2023,-3.092846,0.056481,0.066519,0.10082,-0.014384,-0.033051,-0.223922,0.019629,0.013117,-0.108201,0.01782,0.048383,0.006635,-0.013926,-0.035731,0.006462,0.019247,0.05655,0.005676,-0.021391
603101,2023,-2.053614,-0.076509,0.098145,-0.050848,-0.45364,-0.004268,-0.11201,0.10072,0.058661,-0.018943,-0.098463,-0.008285,-0.07352,0.077627,-0.017881,0.027051,-0.041403,-0.009844,0.089694,0.110511
603102,2023,0.413228,-0.42065,0.314829,0.045749,-0.289452,0.10858,0.027111,-0.01143,0.011572,-0.067466,0.195195,-0.07473,-0.085307,0.048091,-0.02475,0.043518,0.022578,0.062778,-0.117916,-0.01692
603105,2023,-2.197342,-0.176226,0.194515,0.073078,-0.176517,-0.014663,-0.25105,0.008405,0.10247,-0.03569,-0.078057,0.019756,0.000929,-0.019131,0.043273,0.067632,-0.011955,0.079226,0.058065,0.053118
603106,2023,-4.106053,0.554711,-0.232687,0.004136,0.013811,0.267139,0.03065,-0.205606,-0.025949,-0.086393,0.077417,-0.013197,0.009335,0.003263,-0.087259,0.016139,-0.035218,-0.030171,-0.021402,-0.002362
603107,2023,2.375529,-0.597481,0.239927,-0.062537,-0.104942,-0.093381,0.05882,-0.008416,0.016987,-0.057045,0.161333,-0.056027,0.009819,0.046926,-0.024683,0.002639,0.051241,-0.00962,0.006383,0.010294
603108,2023,-4.147011,0.480377,-0.237944,-0.071368,-0.180975,-0.002677,-0.156691,0.038821,0.139829,-0.063494,-0.102681,0.04319,-0.01629,0.001398,-0.05344,-0.031734,-0.008542,0.025421,0.01086,0.035615
603109,2023,8.730429,1.077588,-1.070308,-0.300201,0.300927,0.03374,-0.312361,-0.156058,-0.069553,0.048955,-0.049681,0.194165,-0.004316,0.074618,0.029494,0.007518,0.00561,0.008842,0.033723,-0.032859
603110,2023,6.69058,0.191442,-0.526018,-0.414081,0.115901,-0.057113,-0.04727,-0.167587,-0.081382,-0.091965,-0.178337,-0.055402,0.051055,0.020977,0.003123,-0.021279,-0.019657,0.031112,-0.018526,0.00777
603111,2023,-1.204394,-0.39513,0.283272,0.064137,-0.15287,-0.150598,-0.095762,0.126554,-0.044633,0.040947,0.019418,0.044715,-0.075613,0.037932,-0.071019,-0.011614,0.061101,-0.002155,0.002174,-0.025172
603112,2023,-0.879314,-0.458677,0.309096,0.100051,-0.108645,0.001701,-0.127079,-0.013568,0.01529,0.004655,0.018453,-0.051767,-0.019516,0.08785,-0.037333,0.036053,0.052784,-0.004187,0.045526,0.011235
603113,2023,-0.20885,-0.461609,0.269492,0.244467,-0.073299,0.442035,0.12085,-0.076153,0.057952,-0.010849,0.0232,-0.023286,0.025012,0.05739,0.054261,-0.036433,-0.010061,0.002818,-0.052964,-0.015746
603115,2023,3.995008,-0.264931,-0.056353,-0.312829,-0.4131,-0.054278,0.128988,-0.048836,-0.079001,-0.065552,-0.000988,0.047695,0.103296,-0.068425,-0.015233,0.017416,0.038533,0.026287,0.006324,-0.025523
603116,2023,1.495516,-0.59012,0.307897,-0.080563,-0.299503,-0.019748,-0.00653,-0.050421,0.120498,0.082882,-0.008427,-0.00701,-0.004661,-0.08012,0.018454,0.064663,-0.033109,0.075051,0.061462,-0.025953
603117,2023,-1.327689,-0.280286,0.204024,-0.022339,-0.495904,-0.029927,-0.101216,0.139498,0.131447,0.101683,-0.099155,0.207324,0.019993,-0.081683,0.102473,0.013088,-0.046776,-0.060841,-0.00494,0.037971
603118,2023,-1.556415,-0.227968,0.239324,0.011493,-0.387929,-0.074584,-0.103185,0.138185,-0.028009,-0.084054,0.022863,0.037557,-0.015189,0.004316,0.050115,0.052106,-0.068066,0.123091,0.065635,0.004436
603119,2023,4.180491,-0.429925,-0.007713,-0.224398,0.080181,-0.203282,0.102147,-0.103807,-0.072087,-0.015943,0.020945,-0.064948,0.036089,-0.029289,-0.030262,0.016388,-0.013949,-0.011552,0.003708,-0.016259
603121,2023,3.061348,-0.636223,0.199792,-0.088664,0.060494,-0.115469,0.043758,-0.073274,0.072957,0.017791,0.034277,-0.094652,0.003442,-0.010113,-0.056085,0.030213,0.027513,0.064189,0.005934,-0.01295
603122,2023,-0.553966,-0.456789,0.285895,0.110972,-0.145777,0.154908,-0.025177,-0.035936,0.084133,0.050054,0.002918,-0.029101,-0.074771,0.073585,-0.030787,0.011762,-0.005826,-0.029114,0.038273,0.042971
603123,2023,-2.165295,-0.073772,0.148291,0.037673,-0.32397,-0.083294,-0.140202,0.141394,-0.015323,-0.112459,0.040981,0.010997,-0.05833,0.052485,-0.007763,0.031963,-0.000699,0.081157,0.019695,0.03453
603125,2023,-3.622214,0.341146,-0.09525,0.050099,-0.063692,0.038773,-0.126624,-0.003783,-0.024168,-0.173462,0.072786,-0.017978,-0.02859,0.049483,-0.062154,-0.016361,0.012593,0.028615,-0.069994,-0.004688
603126,2023,2.538056,-0.527088,0.186968,-0.181347,-0.29351,-0.124626,0.110619,0.000214,-0.080201,-9.3e-05,0.043999,-0.035996,0.059696,0.018228,-0.017202,0.003011,0.014144,-0.06719,0.002773,-0.010591
603127,2023,-3.151657,0.169454,-0.029499,0.043364,-0.164286,0.13013,-0.160274,-0.049795,0.083077,-0.06742,-0.041167,0.00409,-0.008472,0.036542,-0.068753,0.007331,0.030418,0.006347,-0.009108,0.037082
603128,2023,8.242756,0.923083,-0.937624,-0.339633,0.123349,0.069629,-0.221167,-0.14307,-0.145403,-0.079297,-0.15891,-0.057173,-0.032022,0.128154,0.075536,-0.001915,-0.017171,0.015836,-0.006405,0.014541
603129,2023,-0.372728,-0.445991,0.30172,-0.029233,-0.346634,-0.068694,-0.037539,0.053372,-0.03938,0.051193,-0.061004,-0.089556,-0.036129,0.086088,0.003643,0.056027,-0.035743,-0.017405,-0.004347,0.046148
